"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000002822",1.17778815900286,-1.57532878464438,1.38722930732012,0.238873561068801,0.451731061262298,"MAD1L1","protein_coding"
"ENSG00000002834",0.162318796849451,6.31538749327803,0.101126946861328,0.750481422273242,0.863497275485222,"LASP1","protein_coding"
"ENSG00000002919",0.334708655946388,4.91087896308629,0.621456833144194,0.43050643236936,0.63679937424069,"SNX11","protein_coding"
"ENSG00000002933",-0.981641882317329,3.72085850657455,1.58443597245397,0.208122882817147,0.41829965461576,"TMEM176A","protein_coding"
"ENSG00000003056",0.410838080714385,5.49734813624162,0.708977108133034,0.399783596469694,0.610514695711218,"M6PR","protein_coding"
"ENSG00000003096",-2.48937309519532,3.73153726075764,13.637805042644,0.000221676433264602,0.0035359000789348,"KLHL13","protein_coding"
"ENSG00000003137",0.881834461736108,1.59892116385427,0.80304052756086,0.370185853744201,0.584891366635604,"CYP26B1","protein_coding"
"ENSG00000003147",0.0766657445164512,4.19583794129026,0.00709354007879881,0.932879007429627,0.968591256652474,"ICA1","protein_coding"
"ENSG00000003249",3.2767272681072,3.29994415548203,8.9860014144883,0.00272055655956797,0.0260074763720353,"DBNDD1","protein_coding"
"ENSG00000003393",0.223817130532856,4.25671265521284,0.205453139218921,0.65035477211707,0.799713228167078,"ALS2","protein_coding"
"ENSG00000003400",0.8436622615294,4.66021601504645,0.979278346143744,0.322377035832157,0.53854424373656,"CASP10","protein_coding"
"ENSG00000003402",-0.0835596494662527,6.56372746533387,0.0232171595838615,0.87889371283096,0.940444988754465,"CFLAR","protein_coding"
"ENSG00000003436",-1.93848821331983,4.11713258577893,5.62019556300952,0.0177546676366547,0.0991662357119582,"TFPI","protein_coding"
"ENSG00000003509",0.35209586866733,3.48689198746505,0.571907619217242,0.449501873555961,0.651899604690709,"NDUFAF7","protein_coding"
"ENSG00000003756",-0.54110152123581,5.58730348999257,1.77819256891204,0.182371425273986,0.390507480953272,"RBM5","protein_coding"
"ENSG00000003987",-0.589921888838653,-0.0487802202394031,1.12020686094979,0.289873915795191,0.505270789120304,"MTMR7","protein_coding"
"ENSG00000003989",-0.72839004759369,5.32687374667106,0.279686517163888,0.596906758094939,0.764574681648285,"SLC7A2","protein_coding"
"ENSG00000004059",-0.0378190839986254,5.34661623712667,0.00748299974579325,0.931065511207386,0.967823480350202,"ARF5","protein_coding"
"ENSG00000004139",-1.16205953843975,0.655072762055678,3.79180615586464,0.0515040439819971,0.194177254453642,"SARM1","protein_coding"
"ENSG00000004142",0.357600554585851,6.34170382496548,0.782917820992765,0.376250249310144,0.590074390198059,"POLDIP2","protein_coding"
"ENSG00000004399",-1.76522654684811,5.06603005778061,14.424271926952,0.000145909541136943,0.00245871568141612,"PLXND1","protein_coding"
"ENSG00000004455",0.96046446674983,7.88353830075026,4.36937871504938,0.0365903304984258,0.15650381555189,"AK2","protein_coding"
"ENSG00000004468",2.7707730095979,3.30381294107209,5.08770097300829,0.0240961154569441,0.121175532263424,"CD38","protein_coding"
"ENSG00000004478",1.4331501829492,6.88797437439519,7.5044507368146,0.00615467073717829,0.0469431024753085,"FKBP4","protein_coding"
"ENSG00000004487",0.943109939395999,6.95569343129231,3.49319808098758,0.0616214342608838,0.215645072528042,"KDM1A","protein_coding"
"ENSG00000004534",-0.195511511621437,6.87882738660608,0.160630231793355,0.688576939454068,0.823865176011787,"RBM6","protein_coding"
"ENSG00000004660",-1.09324956660112,3.09403219394267,3.80041890538966,0.0512397619946307,0.193608109180597,"CAMKK1","protein_coding"
"ENSG00000004700",0.890196795035836,4.15258699800921,2.06018862082716,0.151191454441061,0.35377508357162,"RECQL","protein_coding"
"ENSG00000004766",0.482698671327017,7.03650487187483,1.20850273878127,0.271628853491846,0.486426491086865,"VPS50","protein_coding"
"ENSG00000004776",-5.86479942613095,1.56056161984471,63.4446139022688,1.64939774790474e-15,6.03856296920412e-13,"HSPB6","protein_coding"
"ENSG00000004777",1.11948978150061,3.09782913212698,1.79021571477783,0.180899882444405,0.388582708709625,"ARHGAP33","protein_coding"
"ENSG00000004779",0.598595294793083,6.09425757703719,1.24741056412529,0.264047622379418,0.478845178148027,"NDUFAB1","protein_coding"
"ENSG00000004799",-3.99136596604451,6.84260343511582,24.11348833431,9.08219054107164e-07,3.05250935201722e-05,"PDK4","protein_coding"
"ENSG00000004809",-1.87781172929936,-0.81789195765888,3.01757490807758,0.0823665498879752,0.253987617437572,"SLC22A16","protein_coding"
"ENSG00000004838",1.95628258932176,0.989743235600615,1.79084409892611,0.180823351711325,0.38857246420085,"ZMYND10","protein_coding"
"ENSG00000004846",-2.40348222176298,-2.59418398070448,3.47554259495809,0.0622822931744739,0.216782829089366,"ABCB5","protein_coding"
"ENSG00000004848",4.34494363463215,-2.70940404426386,1.97791585841112,0.159610139025293,0.36380748632114,"ARX","protein_coding"
"ENSG00000004864",1.19562981956169,5.09651813856095,4.82332189528051,0.0280771841901875,0.133476216633303,"SLC25A13","protein_coding"
"ENSG00000004866",-0.0662475783829436,4.65819309875548,0.0201220283651189,0.887196802174032,0.945557139394141,"ST7","protein_coding"
"ENSG00000004897",0.0305044667657141,5.54010349128712,0.0059290612802414,0.938623228412617,0.971803526356705,"CDC27","protein_coding"
"ENSG00000004939",-0.0332295759068954,-4.69915598786325,0.000603072423388085,0.980407892890361,0.991782615682275,"SLC4A1","protein_coding"
"ENSG00000004948",0.894500878643508,-0.975870321983985,0.29311167423873,0.588233361910867,0.757503478867924,"CALCR","protein_coding"
"ENSG00000004961",1.15581530543116,4.71031455357608,5.85418343080158,0.0155400665530722,0.0906107830569125,"HCCS","protein_coding"
"ENSG00000004975",-0.565726666428818,4.92215503728094,1.76605287820331,0.183871321756391,0.391999502296519,"DVL2","protein_coding"
"ENSG00000005001",2.40730942652668,4.19173345483281,5.59947674130751,0.0179658425901622,0.100043073083968,"PRSS22","protein_coding"
"ENSG00000005007",0.0851622027079596,5.84581482055839,0.0426727902862698,0.836342618673917,0.916412903587222,"UPF1","protein_coding"
"ENSG00000005020",1.19574709935026,4.9210943010715,7.05637978286237,0.00789834502508985,0.0562470760430815,"SKAP2","protein_coding"
"ENSG00000005022",1.59831160159853,9.132410994578,7.61433472705647,0.00579061179767025,0.0448673934526967,"SLC25A5","protein_coding"
"ENSG00000005059",0.412355016530935,4.66761823780011,0.489389591254735,0.484199720203299,0.680339653466079,"MCUB","protein_coding"
"ENSG00000005073",-3.77030060480217,3.14255343203821,35.3589701209503,2.74202789559965e-09,1.794161359008e-07,"HOXA11","protein_coding"
"ENSG00000005075",0.575740790016563,4.47587637223128,0.782099874465295,0.376499691975671,0.590074390198059,"POLR2J","protein_coding"
"ENSG00000005100",0.601235087427184,5.18161249726342,1.81022280946006,0.178481504105926,0.385560669834894,"DHX33","protein_coding"
"ENSG00000005102",-3.98187936892586,1.96646062599711,30.414856591392,3.4884620383794e-08,1.68415499319124e-06,"MEOX1","protein_coding"
"ENSG00000005108",-3.40181866122935,3.64748748793636,34.1225815147569,5.17472564495968e-09,3.15750670157629e-07,"THSD7A","protein_coding"
"ENSG00000005156",-0.155944238813666,4.89005350581249,0.130003098836184,0.718428825953125,0.842986824546394,"LIG3","protein_coding"
"ENSG00000005175",0.867934011163083,5.0449183648098,4.04896629150388,0.0441984015737518,0.176112133142989,"RPAP3","protein_coding"
"ENSG00000005187",-2.896631095157,1.48095260687094,22.0201461915173,2.69803595522897e-06,7.98582288076579e-05,"ACSM3","protein_coding"
"ENSG00000005189",1.66595514737158,3.4432931108362,5.49559248444515,0.0190644667324784,0.104045317786728,"REXO5","protein_coding"
"ENSG00000005194",0.950774881527236,5.54745323817653,3.88080604990632,0.0488411034819542,0.188104001926179,"CIAPIN1","protein_coding"
"ENSG00000005206",0.441611165299652,4.163366821338,0.709864106480161,0.399488928938986,0.610216213761518,"SPPL2B","protein_coding"
"ENSG00000005238",-0.00814166642653659,3.35632956354675,0.00026818588179367,0.986934121793828,0.994910400572432,"FAM214B","protein_coding"
"ENSG00000005243",-1.07169526360062,3.40408373935931,2.23117362539264,0.135251078192581,0.33357738452614,"COPZ2","protein_coding"
"ENSG00000005249",-1.28379998420071,3.15824047270223,2.15665165657487,0.141953724953805,0.342526708788103,"PRKAR2B","protein_coding"
"ENSG00000005302",0.765837843280546,4.92066339314077,3.01602388453674,0.0824453751812543,0.254144303265616,"MSL3","protein_coding"
"ENSG00000005339",-0.376887596380182,7.23320180870629,0.641317066892526,0.423234270237997,0.631278927983176,"CREBBP","protein_coding"
"ENSG00000005379",-1.28433192859287,3.02593601578268,3.44429962394038,0.0634703167139745,0.218847701525379,"TSPOAP1","protein_coding"
"ENSG00000005381",-0.146330521502739,-3.26720382267011,0.0094871176969562,0.922407286579955,0.963258466253868,"MPO","protein_coding"
"ENSG00000005421",2.63270017390799,-2.27478875869384,1.17899949001978,0.277559773637982,0.492942695696978,"PON1","protein_coding"
"ENSG00000005436",0.156194747403523,6.70521807858913,0.108319782323182,0.742065208331889,0.858303942161297,"GCFC2","protein_coding"
"ENSG00000005448",0.612458715599265,3.53383874519417,0.828626861600199,0.362669887014236,0.577855397924916,"WDR54","protein_coding"
"ENSG00000005469",1.05844024042273,7.20353728767905,2.08586321021579,0.148668163725082,0.351205410895486,"CROT","protein_coding"
"ENSG00000005471",-0.675401193965924,-1.29136555504745,1.36222136710237,0.243152870022155,0.456234302122716,"ABCB4","protein_coding"
"ENSG00000005483",-0.568885491311741,5.73385592204162,1.65261876002951,0.198602878319463,0.408018860108119,"KMT2E","protein_coding"
"ENSG00000005486",-0.0415417366231852,5.37056801256897,0.00596370220862141,0.938444545749261,0.971749389387758,"RHBDD2","protein_coding"
"ENSG00000005513",-3.59840181527453,-2.07171998602895,34.1751941875469,5.03669082332061e-09,3.09168369041075e-07,"SOX8","protein_coding"
"ENSG00000005700",0.112108905155384,8.10471318844289,0.0723046254936577,0.788010335249193,0.887063283426129,"IBTK","protein_coding"
"ENSG00000005801",1.09005484287797,4.63093457709492,4.50859263139787,0.0337249791833799,0.148950780529439,"ZNF195","protein_coding"
"ENSG00000005810",0.472116265523349,8.67568374582299,0.591664294689963,0.441776266973385,0.646410437516015,"MYCBP2","protein_coding"
"ENSG00000005812",-0.961644448232574,5.03222784650884,5.46836013957543,0.019363786507114,0.104954978446738,"FBXL3","protein_coding"
"ENSG00000005844",1.56808626082539,3.77220536477422,2.36018599380587,0.124467348411569,0.318500945723163,"ITGAL","protein_coding"
"ENSG00000005882",-1.23804043032215,3.05831176718019,7.03077713451044,0.00801205763744065,0.0567729973558093,"PDK2","protein_coding"
"ENSG00000005884",1.64424142350537,7.27432703640018,2.72402627390355,0.0988483888640387,0.281158389080261,"ITGA3","protein_coding"
"ENSG00000005889",-0.40210797388005,5.15855820780156,0.909778550440528,0.340173182625896,0.55579009852125,"ZFX","protein_coding"
"ENSG00000005893",0.619578867687168,7.62131375103054,1.76726548394404,0.183720859298457,0.391895529575088,"LAMP2","protein_coding"
"ENSG00000005961",2.33565753603212,2.79716248981527,3.09970593279751,0.0783064377993276,0.246585898181724,"ITGA2B","protein_coding"
"ENSG00000005981",3.3381446905071,-0.133031553784474,1.38422182723494,0.23938332357737,0.452478193876471,"ASB4","protein_coding"
"ENSG00000006007",0.711477925263811,5.97386113862678,2.43720509654056,0.118487171367677,0.310136671288932,"GDE1","protein_coding"
"ENSG00000006015",0.290638490572056,3.59959127103727,0.202881156156408,0.65240524194614,0.801094765644625,"REX1BD","protein_coding"
"ENSG00000006016",-0.717926536087545,2.36073070535794,0.388284559009669,0.533202491285126,0.716645960163082,"CRLF1","protein_coding"
"ENSG00000006025",-0.226290341881779,2.73657563205558,0.144340474685876,0.704003561618456,0.833855397105699,"OSBPL7","protein_coding"
"ENSG00000006042",-2.14808850822387,5.58910650057496,12.4832900700942,0.000410608387234626,0.0059172632299093,"TMEM98","protein_coding"
"ENSG00000006047",3.21097309225298,2.75213874054787,9.02052919456506,0.00266964091230286,0.0256769268200862,"YBX2","protein_coding"
"ENSG00000006059",9.24874989329915,0.0692666151922382,7.66394023020514,0.00563353401799138,0.0439381363569082,"KRT33A","protein_coding"
"ENSG00000006062",-0.509861559147157,3.85332833220311,0.812331313495839,0.367431893620835,0.582005306439431,"MAP3K14","protein_coding"
"ENSG00000006071",-2.89548858107281,-1.27351035321845,3.83951547587758,0.0500579849938371,0.191162698685642,"ABCC8","protein_coding"
"ENSG00000006118",2.27433623386194,5.04130512020487,11.687158246051,0.000629329435693641,0.00839642869235858,"TMEM132A","protein_coding"
"ENSG00000006125",-0.306648919372394,7.51012175743953,0.299508613391502,0.584190640113787,0.754667510519167,"AP2B1","protein_coding"
"ENSG00000006128",-2.11931757205954,-1.50969904669233,1.22412239709637,0.268553144541103,0.483493507901817,"TAC1","protein_coding"
"ENSG00000006194",-0.405540872275546,5.61796076446367,1.00848864481376,0.315265185361177,0.532302088800498,"ZNF263","protein_coding"
"ENSG00000006210",-0.277732417813438,5.48556159235641,0.0918126441819993,0.761885278841907,0.870980929341852,"CX3CL1","protein_coding"
"ENSG00000006282",-1.02025742853128,4.10913988083746,4.82196691999069,0.0280992629617567,0.133511183863426,"SPATA20","protein_coding"
"ENSG00000006283",-2.7404679574678,-0.880181795519265,19.6311680401309,9.39244638812906e-06,0.000235408234534746,"CACNA1G","protein_coding"
"ENSG00000006327",0.995835999034639,5.24557951946762,1.64548159565527,0.199575027461702,0.409078903352493,"TNFRSF12A","protein_coding"
"ENSG00000006377",2.24049606702541,1.57767408265146,2.48652796047676,0.114824786593322,0.304605874161144,"DLX6","protein_coding"
"ENSG00000006432",4.2701333879847,4.77139851384327,20.7892224799421,5.12706781518368e-06,0.000139533377451632,"MAP3K9","protein_coding"
"ENSG00000006451",0.767352744077074,6.21490671448046,2.64297450908802,0.104008644954808,0.28860997257097,"RALA","protein_coding"
"ENSG00000006453",3.16298739119609,6.15727799165287,22.6245282170156,1.96954048641407e-06,6.09348879061285e-05,"BAIAP2L1","protein_coding"
"ENSG00000006459",0.424407682850335,4.88035434577339,0.525654255989778,0.468439652734953,0.667342596959189,"KDM7A","protein_coding"
"ENSG00000006468",-0.267704903748205,2.52766928626299,0.115088386834259,0.734423821058897,0.853032283454479,"ETV1","protein_coding"
"ENSG00000006530",0.647234084714591,4.37182381204317,1.9826048313107,0.159116261971264,0.363273884934167,"AGK","protein_coding"
"ENSG00000006534",-0.0272337679970443,3.55800731341655,0.000928620249979417,0.975689610070784,0.989469931399725,"ALDH3B1","protein_coding"
"ENSG00000006555",2.94256966122977,4.65728961016068,8.36804092382808,0.00381877068530096,0.0331294156586673,"TTC22","protein_coding"
"ENSG00000006576",0.85724534387113,7.68173647363379,3.49315882743403,0.0616228952419741,0.215645072528042,"PHTF2","protein_coding"
"ENSG00000006606",0.79417283954037,-0.113054517856773,0.482792141631641,0.487160305887644,0.682472708043126,"CCL26","protein_coding"
"ENSG00000006607",0.630925919628255,5.43169033546873,1.27418473111018,0.258983092752627,0.473457796422633,"FARP2","protein_coding"
"ENSG00000006611",0.457586259348712,2.09874935596251,0.0386866309862768,0.8440707828662,0.920976008000151,"USH1C","protein_coding"
"ENSG00000006625",1.72969522777085,5.94573975875011,7.1295530149476,0.00758236271798739,0.0546345830989377,"GGCT","protein_coding"
"ENSG00000006634",2.10521091181793,4.14778216292754,13.1297959388449,0.000290636426502424,0.00444673732548709,"DBF4","protein_coding"
"ENSG00000006638",-2.47836377399154,-0.055293441671977,25.331412538464,4.82782142879303e-07,1.74570193604426e-05,"TBXA2R","protein_coding"
"ENSG00000006652",-0.139283273593152,3.19733093738572,0.0493732317948172,0.824157507834544,0.908304036641189,"IFRD1","protein_coding"
"ENSG00000006659",-0.553337165620139,-3.58787548402506,0.0421747443389222,0.837287037380624,0.916729146274792,"LGALS14","protein_coding"
"ENSG00000006695",0.807435514510993,4.22293583778304,2.26305233009145,0.132492690438166,0.329314226137282,"COX10","protein_coding"
"ENSG00000006704",1.23742734677747,4.58224560731,4.45545575230993,0.0347899316024798,0.151973688433389,"GTF2IRD1","protein_coding"
"ENSG00000006712",0.00284093468121264,6.26053933783301,4.50186240037453e-05,0.994646560349087,0.998258588227012,"PAF1","protein_coding"
"ENSG00000006715",-0.0563400881983318,5.22495634152345,0.0203596742453982,0.886537123233573,0.94511855236038,"VPS41","protein_coding"
"ENSG00000006740",-1.32863014349693,1.78283384210951,2.72988321878526,0.0984864861253633,0.280466238338114,"ARHGAP44","protein_coding"
"ENSG00000006744",0.545220949050178,6.75180773451522,1.30531533115861,0.25324459503192,0.467366089321995,"ELAC2","protein_coding"
"ENSG00000006747",2.19162747105411,3.04991647767816,3.44014302133911,0.0636301843142878,0.219126740153062,"SCIN","protein_coding"
"ENSG00000006756",0.121858175038347,4.95157207447757,0.0359342913572505,0.849651251622978,0.924277500571682,"ARSD","protein_coding"
"ENSG00000006757",0.356209585370338,4.32693043748421,0.329676431117178,0.565849679292737,0.742546412941735,"PNPLA4","protein_coding"
"ENSG00000006788",-0.767060563876276,-2.87633515011081,0.246715759602289,0.61939716515981,0.778626595003256,"MYH13","protein_coding"
"ENSG00000006831",0.258577391669798,6.33619183072006,0.463043357951783,0.496205079989187,0.689347313720845,"ADIPOR2","protein_coding"
"ENSG00000006837",0.893254815638403,-1.30813386810139,2.18350829920505,0.139496157849269,0.339258627310287,"CDKL3","protein_coding"
"ENSG00000007001",-2.1079947516675,-3.78322089397185,4.54310210027128,0.0330516434258579,0.147075269899495,"UPP2","protein_coding"
"ENSG00000007038",5.36790000188763,1.99589994999003,4.93769458691438,0.0262770625058773,0.128289967176257,"PRSS21","protein_coding"
"ENSG00000007047",-0.266898975111535,4.15958638830751,0.403454733911133,0.525310460240355,0.710733121178274,"MARK4","protein_coding"
"ENSG00000007062",-1.43138242677501,5.02010867402308,0.812405635262031,0.367409978393293,0.582000569976766,"PROM1","protein_coding"
"ENSG00000007080",0.0328054414137101,4.93084143394031,0.00503964794537026,0.943405333945715,0.973738688868353,"CCDC124","protein_coding"
"ENSG00000007129",1.12576057866371,0.0349215340672584,0.99507743067106,0.318504564446068,0.534988617509432,"CEACAM21","protein_coding"
"ENSG00000007168",-0.483736035954748,6.5837513959933,1.68792189941287,0.193875135224074,0.402854191455807,"PAFAH1B1","protein_coding"
"ENSG00000007171",2.79709151948811,3.34771801329225,2.226372551401,0.135672041139844,0.334110594236295,"NOS2","protein_coding"
"ENSG00000007174",-0.845052734245084,-0.332980095995802,0.568401260420877,0.450894913165461,0.652780871131599,"DNAH9","protein_coding"
"ENSG00000007202",0.413148457819385,7.12844733968443,0.856239084946822,0.35479330155857,0.570925561343242,"KIAA0100","protein_coding"
"ENSG00000007216",0.0606015809203633,-3.18867222035313,0.00160593326302205,0.968034052681505,0.985582479247191,"SLC13A2","protein_coding"
"ENSG00000007237",-2.49332087347923,4.47449766189153,14.6640238585455,0.000128475185582245,0.00221220458130502,"GAS7","protein_coding"
"ENSG00000007255",0.0613665204400401,3.25000404024588,0.00697937143282701,0.933420080075351,0.968742568528065,"TRAPPC6A","protein_coding"
"ENSG00000007264",1.76403132576304,2.00742219860689,2.52088151325993,0.112347765235688,0.300871882870744,"MATK","protein_coding"
"ENSG00000007306",-1.25619678475844,4.32327378130439,0.895469839533199,0.343999324990264,0.559588005365014,"CEACAM7","protein_coding"
"ENSG00000007312",-2.91194962371434,0.108218760174841,17.6173293861638,2.70115719955327e-05,0.000589976472712087,"CD79B","protein_coding"
"ENSG00000007314",-3.9323671223452,-3.50820545673267,7.09906559462701,0.00771241481882032,0.0553363242599361,"SCN4A","protein_coding"
"ENSG00000007341",0.348263209030378,3.77616165472948,0.533137999278427,0.465290559045371,0.664580398603051,"ST7L","protein_coding"
"ENSG00000007350",5.49081278784318,1.73611252622067,2.03344055400935,0.153871929620937,0.356864513697788,"TKTL1","protein_coding"
"ENSG00000007372",7.36637263248613,1.70589557838794,11.4828837900714,0.000702400582983999,0.00916847416320328,"PAX6","protein_coding"
"ENSG00000007376",0.916433268574255,3.54028757189589,3.08807649512555,0.0788679866204357,0.247664792097286,"RPUSD1","protein_coding"
"ENSG00000007384",-0.0623414472452553,4.01854978364958,0.0127757946859823,0.910006722705823,0.95694247078631,"RHBDF1","protein_coding"
"ENSG00000007392",-0.198807514832636,4.94253815977811,0.186371387579694,0.66595399717999,0.809713488920896,"LUC7L","protein_coding"
"ENSG00000007402",-1.46486460474523,-0.30683642210785,6.3487480990377,0.011746416177889,0.0741000075320247,"CACNA2D2","protein_coding"
"ENSG00000007516",1.58531354595479,1.33965374290939,1.67396078938692,0.195728858179064,0.404997670780724,"BAIAP3","protein_coding"
"ENSG00000007520",0.0357692418414982,3.87141964489655,0.00594740254302906,0.938528556449833,0.971803526356705,"TSR3","protein_coding"
"ENSG00000007541",-0.163831242162524,3.99256342752293,0.103012801474023,0.748243679015044,0.862028001302673,"PIGQ","protein_coding"
"ENSG00000007545",-0.103144420153196,3.09157465032253,0.0435516120827195,0.834690067577574,0.915254355281078,"CRAMP1","protein_coding"
"ENSG00000007866",-1.07976050965232,4.8796230948804,4.88176280941764,0.0271418861963346,0.130870872718074,"TEAD3","protein_coding"
"ENSG00000007908",-0.596027008114146,2.47085682505092,0.289229884229798,0.59071446167006,0.759206556779041,"SELE","protein_coding"
"ENSG00000007923",1.09831992750678,5.53491255702212,4.22177891254844,0.0399082998724016,0.165450770610426,"DNAJC11","protein_coding"
"ENSG00000007933",5.64981881376605,4.97366600293015,4.05500942903094,0.0440404729798838,0.175733315888201,"FMO3","protein_coding"
"ENSG00000007944",-1.37736901412172,5.76552486078867,8.35755808455169,0.00384086369834682,0.0331978868227262,"MYLIP","protein_coding"
"ENSG00000007952",1.39761363943984,3.47737413873186,3.15050961091097,0.0759032543336571,0.242618186566285,"NOX1","protein_coding"
"ENSG00000007968",6.88170866964161,4.09923568008447,32.7785873122492,1.03276234750924e-08,5.6313015022964e-07,"E2F2","protein_coding"
"ENSG00000008018",0.38942235903979,7.63249952138101,0.47382829866546,0.491231224133392,0.685739166399193,"PSMB1","protein_coding"
"ENSG00000008056",0.724554975779043,1.2526447420453,0.437469946283393,0.508346139140358,0.698318247453756,"SYN1","protein_coding"
"ENSG00000008083",1.14635966551223,5.28862906947575,4.7741289184388,0.0288904587260725,0.135856099954632,"JARID2","protein_coding"
"ENSG00000008086",-0.0370914660260427,3.38163207966131,0.00457066772352732,0.946098710951367,0.975090627783081,"CDKL5","protein_coding"
"ENSG00000008118",-0.50214132499947,-1.32641526944769,0.442023421793664,0.506147449243569,0.696601141489705,"CAMK1G","protein_coding"
"ENSG00000008128",0.902897676421478,0.794514165644925,2.78606123297405,0.0950876853573008,0.275043751984344,"CDK11A","protein_coding"
"ENSG00000008130",0.256528203847165,5.65659930664028,0.403358918964496,0.525359649810572,0.710733121178274,"NADK","protein_coding"
"ENSG00000008196",3.73596515750114,-0.76086156403739,2.13261961785386,0.144194142491906,0.345519905255851,"TFAP2B","protein_coding"
"ENSG00000008226",2.20925207931412,0.468869371622288,1.63290591951545,0.20130158974643,0.410991106555388,"DLEC1","protein_coding"
"ENSG00000008256",-0.875884257748244,5.54118458375438,2.55865067719276,0.109692169803367,0.297145942683383,"CYTH3","protein_coding"
"ENSG00000008277",-1.57544882821506,2.35418187206131,5.83266921682071,0.0157312370433608,0.0912920319068828,"ADAM22","protein_coding"
"ENSG00000008282",-0.467059694616162,7.85820367568243,1.00991261553904,0.314923774532103,0.532060606578728,"SYPL1","protein_coding"
"ENSG00000008283",0.571219790324499,5.33547400696216,1.41515143530906,0.234203104530595,0.446027252516063,"CYB561","protein_coding"
"ENSG00000008294",-0.506046735428831,6.12337558024639,1.59814266726038,0.206166620567121,0.416272213400346,"SPAG9","protein_coding"
"ENSG00000008300",4.1516276910497,3.90033076752443,16.2945537525972,5.42195628769745e-05,0.00106612162222225,"CELSR3","protein_coding"
"ENSG00000008311",-0.725272987872815,6.83289783457445,0.64946634423805,0.420303540024332,0.628496819401415,"AASS","protein_coding"
"ENSG00000008323",3.61942671491014,3.20022485608543,13.2341594131157,0.000274893124596453,0.00425454869688713,"PLEKHG6","protein_coding"
