"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000168309",-5.13139307573116,3.93172621467751,66.1948129330945,4.08486125892194e-16,1.697591058049e-13,"FAM107A","protein_coding"
"ENSG00000168515",-5.35756864361203,-4.8572196420249,38.3132184779917,6.02531201947952e-10,4.57522026012478e-08,"SCGB1D1","protein_coding"
"ENSG00000168830",-7.79622186582648,-3.91927037192288,96.4991862598845,8.92805226884388e-23,1.83042927615837e-19,"HTR1E","protein_coding"
"ENSG00000169218",-5.99797543763352,1.05700719666832,41.2362364115338,1.34898382923047e-10,1.14600275415262e-08,"RSPO1","protein_coding"
"ENSG00000170370",-5.48605609788182,3.49854441562522,54.6330128973176,1.45274628151942e-13,2.92946663085607e-11,"EMX2","protein_coding"
"ENSG00000170500",-5.36145775532696,3.23165630825807,30.1368581970072,4.02606174739978e-08,1.9077577337101e-06,"LONRF2","protein_coding"
"ENSG00000170743",-5.95270620327535,-1.49632596155573,36.8299922033971,1.28892065886636e-09,9.19679281255617e-08,"SYT9","protein_coding"
"ENSG00000170893",-7.73873811587386,-1.40608174061987,30.4667286166046,3.39641831528678e-08,1.64488271574826e-06,"TRH","protein_coding"
"ENSG00000171864",-5.16433430307207,-0.210920081882516,35.2811069914005,2.85387157846605e-09,1.85158465511744e-07,"PRND","protein_coding"
"ENSG00000172346",-5.62661001072786,2.22779879924263,52.0776113391837,5.33497515691562e-13,8.56736098034615e-11,"CSDC2","protein_coding"
"ENSG00000172935",-5.07547464870332,2.86101001356201,57.3516098098171,3.64464883791213e-14,8.62183736248553e-12,"MRGPRF","protein_coding"
"ENSG00000172987",-5.76995103507413,2.3457645968275,56.3858111746292,5.95586044688942e-14,1.31770198793662e-11,"HPSE2","protein_coding"
"ENSG00000173641",-5.84832305328623,2.54259675414239,75.7003055914092,3.30156523608942e-18,2.20723990664039e-15,"HSPB7","protein_coding"
"ENSG00000173714",-5.7887393064467,-3.71282349976862,31.2013661727939,2.32602322946363e-08,1.16882667280548e-06,"WFIKKN2","protein_coding"
"ENSG00000174460",-6.97225927191831,2.83914197791697,68.617697201777,1.19526642065196e-16,5.65508126681689e-14,"ZCCHC12","protein_coding"
"ENSG00000174482",-5.674782399501,3.26898631314431,19.5495447919355,9.8024091191638e-06,0.000244487824526881,"LINGO2","protein_coding"
"ENSG00000175084",-5.42981247540518,6.9037456381238,27.7758884822958,1.36213184497282e-07,5.6531228918285e-06,"DES","protein_coding"
"ENSG00000175229",-8.14807495311273,-3.55670059969487,155.314015279785,1.19556239276923e-35,1.83835651324161e-31,"GAL3ST3","protein_coding"
"ENSG00000175946",-5.2674083869624,-1.51417371067374,48.0271513571838,4.20357675900009e-12,5.21975107053694e-10,"KLHL38","protein_coding"
"ENSG00000177138",-6.73389064245706,-2.39363396976314,51.114180632056,8.71464584988645e-13,1.32674011792851e-10,"FAM9B","protein_coding"
"ENSG00000177363",-5.45567144639751,1.82012467579806,97.6585400837303,4.97122956664135e-23,1.13542036620587e-19,"LRRN4CL","protein_coding"
"ENSG00000177519",-5.23469207313608,1.0119916653163,29.2853416474201,6.24664461127478e-08,2.84176126820315e-06,"RPRM","protein_coding"
"ENSG00000180440",-7.96896461857624,2.26316463610485,27.0889447269628,1.94305968203309e-07,7.71439657947651e-06,"SERTM1","protein_coding"
"ENSG00000180772",-9.7562294729336,3.26300380239636,23.8058293207134,1.06559258003063e-06,3.50858336334924e-05,"AGTR2","protein_coding"
"ENSG00000180875",-5.44752243176209,0.834740403553822,59.2821403309117,1.36610773240868e-14,3.59076163203111e-12,"GREM2","protein_coding"
"ENSG00000181234",-5.06760490803659,-0.144549720575183,16.4599991600913,4.96874170768484e-05,0.000989020800883055,"TMEM132C","protein_coding"
"ENSG00000181778",-5.98830440742857,-1.95132750224999,22.6147725036348,1.97956658471997e-06,6.11835288240134e-05,"TMEM252","protein_coding"
"ENSG00000183242",-5.10122409200689,0.59113828589339,30.6249149623917,3.13047860035097e-08,1.53543235082286e-06,"WT1-AS","lncRNA"
"ENSG00000183715",-5.68034821032413,-0.719701054851119,39.5997514936697,3.11722963171127e-10,2.46437436668423e-08,"OPCML","protein_coding"
"ENSG00000183783",-6.10941736053526,-2.53528037278552,42.8396787747429,5.94147313342480e-11,5.35830273525551e-09,"KCTD8","protein_coding"
"ENSG00000184530",-5.89568773213085,-1.70938949924712,68.9341765373704,1.01805214441862e-16,4.89189962457904e-14,"C6orf58","protein_coding"
"ENSG00000184905",-5.2744017313275,3.06140518596562,22.2841354952129,2.3514125460582e-06,7.10343713447228e-05,"TCEAL2","protein_coding"
"ENSG00000184937",-5.25177321750401,3.44002444223384,30.2216418343854,3.85385038808513e-08,1.83972026282581e-06,"WT1","protein_coding"
"ENSG00000186642",-5.0334855518778,2.67425634582259,97.5813343062929,5.1688892553189e-23,1.13542036620587e-19,"PDE2A","protein_coding"
"ENSG00000186675",-5.23536969658858,-3.88017486378323,18.3359278705774,1.85181722135623e-05,0.000426903560782369,"MAGEE2","protein_coding"
"ENSG00000187922",-6.20663710163103,-3.21760938391727,25.2665417536021,4.9929511631815e-07,1.78960637670537e-05,"LCN10","protein_coding"
"ENSG00000189129",-5.06086218149655,1.11476131577318,106.690770314121,5.20344395780168e-25,1.77801680038083e-21,"PLAC9","protein_coding"
"ENSG00000196109",-5.09656316410054,-3.04336229166909,22.5628121809096,2.03383596130672e-06,6.26091664845501e-05,"ZNF676","protein_coding"
"ENSG00000196666",-7.56717227277889,-3.46705893811899,78.2571803708153,9.04616714246997e-19,7.51883184141565e-16,"FAM180B","protein_coding"
"ENSG00000197360",-5.46495658372506,-4.27732411432643,67.4964516726519,2.11066610632198e-16,9.4071470677855e-14,"ZNF98","protein_coding"
"ENSG00000198300",-6.47577023430395,-0.297131896259173,36.4624358241506,1.55636961554246e-09,1.08779624515403e-07,"PEG3","protein_coding"
"ENSG00000198354",-5.13281821314124,-3.03904853406503,16.1739881785466,5.77821414126268e-05,0.00112658356863797,"DCAF12L2","protein_coding"
"ENSG00000198523",-5.2236487609897,6.3920631366037,38.2011773058465,6.38139075179074e-10,4.83366772881332e-08,"PLN","protein_coding"
"ENSG00000204071",-8.01194112665237,-1.16378981355252,27.1802047491895,1.85346717404225e-07,7.42183281293248e-06,"TCEAL6","protein_coding"
"ENSG00000204403",-5.40204702332329,0.836795628385324,54.4185393635366,1.62027023505751e-13,3.17376882412253e-11,"CASP12","polymorphic_pseudogene"
"ENSG00000213088",-5.23795191865409,4.60855309177563,36.5811232663266,1.46443002483531e-09,1.03292698517799e-07,"ACKR1","protein_coding"
"ENSG00000213973",-5.47493931833311,-4.01767732302271,36.5242502401634,1.50778681664672e-09,1.06107478197566e-07,"ZNF99","protein_coding"
"ENSG00000224958",-8.77201400051801,1.44484890034041,36.6638268191847,1.40359920412253e-09,9.96879591787074e-08,"PGM5-AS1","lncRNA"
"ENSG00000225398",-6.40754603720997,-3.31332225669508,43.4157782251829,4.42604850709233e-11,4.1625158941471e-09,"PGM5P4","unprocessed_pseudogene"
"ENSG00000226031",-5.051021145382,-4.29778852853446,37.0566868701701,1.14744406475024e-09,8.34216248776932e-08,"FGF13-AS1","lncRNA"
"ENSG00000228262",-5.77677862375393,-0.685594567040836,20.0971652840871,7.36056905128135e-06,0.000191830152571233,"LINC01320","lncRNA"
"ENSG00000230393",-6.62883443996356,-3.67217814957341,79.477063497317,4.87856141696708e-19,4.41265880164672e-16,"AC092667.1","lncRNA"
"ENSG00000230746",-9.41153855230885,-3.03904077342093,129.216883235421,6.0798441986098e-30,3.73946897279694e-26,"AC006007.1","lncRNA"
"ENSG00000231943",-5.25463070588054,-2.79406732773838,22.0683349393836,2.63114403824129e-06,7.81792972058304e-05,"PGM5P4-AS1","lncRNA"
"ENSG00000233730",-5.77089318676096,-1.40608058878035,16.962345795965,3.81285602184022e-05,0.000784851146182411,"LINC01765","lncRNA"
"ENSG00000237115",-5.18983481803014,-3.10965149264388,35.8811981250355,2.0972280209946e-09,1.43006770132255e-07,"AL139805.1","processed_pseudogene"
"ENSG00000237125",-6.93822103994161,2.87857710359315,105.375446007819,1.01054363330386e-24,3.10772483549936e-21,"HAND2-AS1","lncRNA"
"ENSG00000239265",-5.76082316644926,-3.05202193623278,31.4971618513502,1.99731980513018e-08,1.02032518217888e-06,"CLRN1-AS1","lncRNA"
"ENSG00000241684",-5.72773962485237,-0.460556809233102,81.7330522455964,1.55766597027769e-19,1.65182419255e-16,"ADAMTS9-AS2","lncRNA"
"ENSG00000249346",-6.6148279288452,-2.01766705326236,59.3652260561384,1.30962956357228e-14,3.50217721465551e-12,"LINC01016","lncRNA"
"ENSG00000251216",-6.05748871122881,-2.14397078336226,16.4197978812059,5.07523691057429e-05,0.00100631051393224,"AC106895.2","lncRNA"
"ENSG00000253177",-6.63648181441744,-2.79043618269891,71.3475427380587,2.99530686787183e-17,1.73801268127665e-14,"AC104211.1","lncRNA"
"ENSG00000253377",-6.9110549438366,0.753783622900655,15.293085032757,9.20528693049372e-05,0.00167508987558268,"AC068672.2","lncRNA"
"ENSG00000254139",-5.43912778318775,-4.48455810988748,50.1816322441627,1.40153558551602e-12,2.01408522716702e-10,"AC104051.2","lncRNA"
"ENSG00000256508",-5.59359068661394,-3.1324446471768,32.9027681424829,9.68852142225495e-09,5.36848827565057e-07,"MRGPRF-AS1","lncRNA"
"ENSG00000258274",-5.74498175375237,0.357572120870365,23.6565359248212,1.15154141641029e-06,3.7514145316595e-05,"AC012085.2","lncRNA"
"ENSG00000258537",-6.59720904060145,0.429755564376748,20.999978527022,4.59288518755107e-06,0.000126563618434371,"FRMD6-AS2","lncRNA"
"ENSG00000259370",-5.06078138174828,-0.426355747401777,37.3521882993369,9.8610172472198e-10,7.25492496181221e-08,"AC103740.1","lncRNA"
"ENSG00000259446",-6.83837052097365,-2.06730891577216,19.6626939915406,9.23875163801938e-06,0.000232313433461987,"AC055874.1","lncRNA"
"ENSG00000259737",-7.23516407180577,-0.529969813615081,14.9586887016969,0.000109890854013823,0.00194222611119948,"AC087516.2","lncRNA"
"ENSG00000260230",-5.71606222713317,0.281159346019034,30.5960000888975,3.17748144011974e-08,1.55600456573252e-06,"FRRS1L","protein_coding"
"ENSG00000261238",-5.12331774665447,-4.67218608346506,33.9158211898484,5.75488159384724e-09,3.47701127024724e-07,"AC009166.1","lncRNA"
"ENSG00000267304",-6.03480616354518,-3.93521339072685,52.1638466099339,5.10575530224683e-13,8.26972840181687e-11,"AC004637.1","lncRNA"
"ENSG00000267594",-5.23490403767498,-3.01343984090255,32.5876999746645,1.13933510067268e-08,6.14701269315559e-07,"CYP4F24P","unprocessed_pseudogene"
"ENSG00000267719",-5.52340982996066,-3.91927063979668,48.2776497944906,3.69944834624778e-12,4.66266946689172e-10,"LINC02078","lncRNA"
"ENSG00000268555",-6.77798048702009,-2.49928459062073,45.9581603747867,1.20805663796364e-11,1.34606397780057e-09,"AC123912.4","lncRNA"
"ENSG00000269067",-5.56074129922067,-3.65888347221024,33.7889609350301,6.1426433258238e-09,3.6609439961058e-07,"ZNF728","protein_coding"
"ENSG00000269289",-5.28321859451838,-1.44264424283309,39.2740461462169,3.68304516643663e-10,2.88940530620984e-08,"AC011503.1","lncRNA"
"ENSG00000270947",-5.5944291737848,-4.27732533701445,27.3133074079764,1.7301658222981e-07,6.98300619406876e-06,"AC025811.1","lncRNA"
"ENSG00000273348",-5.68991575839345,-0.0438940887311427,37.1171434067742,1.11241414525635e-09,8.10665218224373e-08,"AC027449.1","lncRNA"
"ENSG00000274248",-5.25868556609145,-3.69235803394296,48.7287377131957,2.93927852022214e-12,3.81399292541736e-10,"AJ011932.1","lncRNA"
"ENSG00000276409",-6.00073317627738,-0.903496475531375,34.7795613359816,3.69229432987593e-09,2.32206804758025e-07,"CCL14","protein_coding"
"ENSG00000277494",-6.1042312387269,-0.254009249379818,78.5677048994253,7.73028989558346e-19,6.60360014330217e-16,"GPIHBP1","protein_coding"
"ENSG00000278934",-5.13589316600917,-1.85910759090659,46.3831190987999,9.72497468825955e-12,1.11594084547778e-09,"AC117489.1","TEC"
"ENSG00000280429",-5.79013324004094,-3.43838239630691,77.71455138142,1.19060978199229e-18,9.63547963831814e-16,"AF001548.3","TEC"
"ENSG00000282840",-6.36437323729171,-1.83647305944955,63.4997877742593,1.60384100394951e-15,5.9425207704168e-13,"AC004554.1","lncRNA"
"ENSG00000283175",-5.0025297765983,-0.0471453346982034,57.0971847737727,4.14799019118808e-14,9.66387442042477e-12,"AC007920.2","lncRNA"
"ENSG00000283383",-5.72954291781225,-3.19344334430619,26.0859700562038,3.26548222838598e-07,1.23674107105362e-05,"AC108477.1","lncRNA"
"ENSG00000285367",-5.29762760488825,-2.15560234012086,43.539458988472,4.15496261451587e-11,3.95596177350485e-09,"AC087564.1","lncRNA"
"ENSG00000286616",-6.97793841584135,0.319882897241692,182.262190656976,1.55420738761656e-41,4.7796539791372e-37,"AL008730.1","lncRNA"
"ENSG00000287038",-5.97500301185207,-1.54288777313049,21.4644013067218,3.60458615927895e-06,0.000102450867057584,"AL162388.2","lncRNA"
"ENSG00000287477",-5.79744357483456,-1.97378873521593,50.4543136356602,1.21971414583086e-12,1.79473058022662e-10,"AL356495.1","lncRNA"
"ENSG00000287559",-6.2660075364742,-3.32377583781747,51.4341339181493,7.40399446931701e-13,1.15581239550714e-10,"AL136305.1","lncRNA"
"ENSG00000287666",-5.64486329143376,-3.0563748753365,32.4828598584616,1.20248416771786e-08,6.45375141532765e-07,"AP000821.2","lncRNA"
"ENSG00000287744",-6.62795497330865,-3.44978172432102,76.3416902284001,2.38593283385668e-18,1.70638587068824e-15,"AC005998.1","lncRNA"
"ENSG00000287792",-5.39030827959711,-2.63589807979233,31.4081542020205,2.091008898601e-08,1.06288920096986e-06,"AC140118.2","lncRNA"
"ENSG00000288172",-5.46687154729501,-4.06074490062132,50.2938154551581,1.32366039971716e-12,1.92011925813688e-10,"AL356419.1","lncRNA"
"ENSG00000288657",-6.31753687673322,-3.58785841644223,55.8825702330687,7.69315962106115e-14,1.66611082976404e-11,"AL139280.3","lncRNA"
