"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000104879",2.38845382498499,-2.67974140708982,917.50607656362,1.53550220789702e-201,2.00134515428393e-201,"CKM","protein_coding"
"ENSG00000105369",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"CD79A","protein_coding"
"ENSG00000105989",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"WNT2","protein_coding"
"ENSG00000107165",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"TYRP1","protein_coding"
"ENSG00000109943",2.17650905810239,-2.37872628056712,1042.84121325339,8.75635378798615e-229,1.16370255111476e-228,"CRTAM","protein_coding"
"ENSG00000114529",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"C3orf52","protein_coding"
"ENSG00000117560",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"FASLG","protein_coding"
"ENSG00000117971",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"CHRNB4","protein_coding"
"ENSG00000118004",2.73289944078776,-2.39775466555428,1337.34113278665,8.68075750805092e-293,1.19880604106136e-292,"COLEC11","protein_coding"
"ENSG00000118094",2.36755738990893,-2.21934160471193,1308.44657055795,1.65069961992132e-286,2.27234136142757e-286,"TREH","protein_coding"
"ENSG00000120235",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"IFNA6","protein_coding"
"ENSG00000120436",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"GPR31","protein_coding"
"ENSG00000120949",2.05382583172215,-2.12980419172574,1176.34539940382,8.43618970907223e-258,1.13966296914463e-257,"TNFRSF8","protein_coding"
"ENSG00000121764",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"HCRTR1","protein_coding"
"ENSG00000125726",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"CD70","protein_coding"
"ENSG00000125931",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"CITED1","protein_coding"
"ENSG00000126262",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"FFAR2","protein_coding"
"ENSG00000127743",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"IL17B","protein_coding"
"ENSG00000128610",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"FEZF1","protein_coding"
"ENSG00000130600",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"H19","lncRNA"
"ENSG00000130768",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"SMPDL3B","protein_coding"
"ENSG00000132671",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"SSTR4","protein_coding"
"ENSG00000132915",2.13570285301178,-2.06058383768145,1304.06445763965,1.47896922589637e-285,2.03468759614744e-285,"PDE6A","protein_coding"
"ENSG00000134028",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"ADAMDEC1","protein_coding"
"ENSG00000134760",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"DSG1","protein_coding"
"ENSG00000135480",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"KRT7","protein_coding"
"ENSG00000136457",2.38845382498499,-2.67974140708982,917.50607656362,1.53550220789702e-201,2.00134515428393e-201,"CHAD","protein_coding"
"ENSG00000136542",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"GALNT5","protein_coding"
"ENSG00000136573",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"BLK","protein_coding"
"ENSG00000136944",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"LMX1B","protein_coding"
"ENSG00000137225",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"CAPN11","protein_coding"
"ENSG00000137648",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"TMPRSS4","protein_coding"
"ENSG00000140287",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"HDC","protein_coding"
"ENSG00000141096",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"DPEP3","protein_coding"
"ENSG00000143217",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"NECTIN4","protein_coding"
"ENSG00000143365",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"RORC","protein_coding"
"ENSG00000144852",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"NR1I2","protein_coding"
"ENSG00000148677",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"ANKRD1","protein_coding"
"ENSG00000150175",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"FRMPD2B","unprocessed_pseudogene"
"ENSG00000153802",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"TMPRSS11D","protein_coding"
"ENSG00000154611",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"PSMA8","protein_coding"
"ENSG00000156427",3.17009995907517,-2.81279216483313,1111.41095658782,1.09342765432716e-243,1.46755616184829e-243,"FGF18","protein_coding"
"ENSG00000158022",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"TRIM63","protein_coding"
"ENSG00000158246",2.45436223344703,-2.14580026664317,1444.56948942027,4.34002001285166e-316,6.06632386713479e-316,"TENT5B","protein_coding"
"ENSG00000158816",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"VWA5B1","protein_coding"
"ENSG00000160180",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"TFF3","protein_coding"
"ENSG00000160185",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"UBASH3A","protein_coding"
"ENSG00000161905",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"ALOX15","protein_coding"
"ENSG00000162494",2.85261766179917,-3.06058383768145,813.571723088425,6.04442470642023e-179,7.75265221679583e-179,"LRRC38","protein_coding"
"ENSG00000162913",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"OBSCN-AS1","lncRNA"
"ENSG00000163421",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"PROK2","protein_coding"
"ENSG00000163914",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"RHO","protein_coding"
"ENSG00000164920",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"OSR2","protein_coding"
"ENSG00000165694",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"FRMD7","protein_coding"
"ENSG00000166183",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"ASPG","protein_coding"
"ENSG00000167094",3.17009995907517,-2.81279216483313,1111.41095658782,1.09342765432716e-243,1.46755616184829e-243,"TTC16","protein_coding"
"ENSG00000167105",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"TMEM92","protein_coding"
"ENSG00000167244",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"IGF2","protein_coding"
"ENSG00000167910",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"CYP7A1","protein_coding"
"ENSG00000168418",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"KCNG4","protein_coding"
"ENSG00000169393",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"ELSPBP1","protein_coding"
"ENSG00000170180",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"GYPA","protein_coding"
"ENSG00000170421",2.73289944078776,-2.39775466555428,1337.34113278665,8.68075750805092e-293,1.19880604106136e-292,"KRT8","protein_coding"
"ENSG00000170577",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"SIX2","protein_coding"
"ENSG00000171517",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"LPAR3","protein_coding"
"ENSG00000171551",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"ECEL1","protein_coding"
"ENSG00000171611",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"PTCRA","protein_coding"
"ENSG00000172551",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"MUCL1","protein_coding"
"ENSG00000172650",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"AGAP5","protein_coding"
"ENSG00000173585",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"CCR9","protein_coding"
"ENSG00000174175",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"SELP","protein_coding"
"ENSG00000174279",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"EVX2","protein_coding"
"ENSG00000174500",2.10254486584838,-2.90391052123908,652.032228194977,8.07500199028663e-144,1.00763653369521e-143,"GCSAM","protein_coding"
"ENSG00000174912",2.13570285301178,-2.06058383768145,1304.06445763965,1.47896922589637e-285,2.03468759614744e-285,"METTL15P1","processed_pseudogene"
"ENSG00000175084",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"DES","protein_coding"
"ENSG00000175967",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"LINC02880","lncRNA"
"ENSG00000178146",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"GK4P","processed_pseudogene"
"ENSG00000178217",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"SH2D4B","protein_coding"
"ENSG00000178602",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"OTOS","protein_coding"
"ENSG00000179873",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"NLRP11","protein_coding"
"ENSG00000180535",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"BHLHA15","protein_coding"
"ENSG00000180878",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"C11orf42","protein_coding"
"ENSG00000183671",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"GPR1","protein_coding"
"ENSG00000184350",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"MRGPRE","protein_coding"
"ENSG00000184374",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"COLEC10","protein_coding"
"ENSG00000184564",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"SLITRK6","protein_coding"
"ENSG00000185013",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"NT5C1B","protein_coding"
"ENSG00000185155",2.85261766179917,-3.06058383768145,813.571723088425,6.04442470642023e-179,7.75265221679583e-179,"MIXL1","protein_coding"
"ENSG00000185860",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"CCDC190","protein_coding"
"ENSG00000185915",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"KLHL34","protein_coding"
"ENSG00000185972",2.73289944078776,-2.39775466555428,1337.34113278665,8.68075750805092e-293,1.19880604106136e-292,"CCIN","protein_coding"
"ENSG00000186265",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"BTLA","protein_coding"
"ENSG00000187166",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"H1-7","protein_coding"
"ENSG00000187258",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"NPSR1","protein_coding"
"ENSG00000187862",2.62696597220535,-2.48576524395021,1195.11642498799,7.02486557066602e-262,9.52556920312178e-262,"TTC24","protein_coding"
"ENSG00000188162",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"OTOG","protein_coding"
"ENSG00000188257",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"PLA2G2A","protein_coding"
"ENSG00000189334",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"S100A14","protein_coding"
"ENSG00000196344",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"ADH7","protein_coding"
"ENSG00000197934",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"CYYR1-AS1","lncRNA"
"ENSG00000198074",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"AKR1B10","protein_coding"
"ENSG00000198099",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"ADH4","protein_coding"
"ENSG00000198574",2.05382583172215,-2.12980419172574,1176.34539940382,8.43618970907223e-258,1.13966296914463e-257,"SH2D1B","protein_coding"
"ENSG00000204091",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"TDRG1","lncRNA"
"ENSG00000205502",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"C2CD4B","protein_coding"
"ENSG00000205622",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"AP001042.1","lncRNA"
"ENSG00000211598",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"IGKV4-1","IG_V_gene"
"ENSG00000211677",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"IGLC2","IG_C_gene"
"ENSG00000211679",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"IGLC3","IG_C_gene"
"ENSG00000211943",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"IGHV3-15","IG_V_gene"
"ENSG00000213376",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"GAPDHP71","processed_pseudogene"
"ENSG00000213401",2.45436223344703,-2.14580026664317,1444.56948942027,4.34002001285166e-316,6.06632386713479e-316,"MAGEA12","protein_coding"
"ENSG00000213864",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"EEF1B2P2","processed_pseudogene"
"ENSG00000213985",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"AC078899.1","processed_pseudogene"
"ENSG00000214039",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"LINC02418","lncRNA"
"ENSG00000214659",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"KRT8P26","processed_pseudogene"
"ENSG00000214955",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"AP000317.1","lncRNA"
"ENSG00000215198",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AL353795.1","processed_pseudogene"
"ENSG00000216906",2.85261766179917,-3.06058383768145,813.571723088425,6.04442470642023e-179,7.75265221679583e-179,"AL355312.1","processed_pseudogene"
"ENSG00000218018",2.04351628026082,-1.85763210100503,1438.86187668117,7.54644771508989e-315,1.05391816303606e-314,"RBM38-AS1","lncRNA"
"ENSG00000220960",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AL079342.2","processed_pseudogene"
"ENSG00000224215",2.18780153505927,-3.53668528830933,391.480605453847,3.94048073156984e-87,4.67617636321682e-87,"AL606469.1","lncRNA"
"ENSG00000224216",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AC234781.1","lncRNA"
"ENSG00000224299",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"MTATP6P16","unprocessed_pseudogene"
"ENSG00000224655",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"LINC01823","lncRNA"
"ENSG00000224743",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"TEX26-AS1","lncRNA"
"ENSG00000224893",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"LINC02840","lncRNA"
"ENSG00000224965",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"LINC02586","lncRNA"
"ENSG00000225506",2.17650905810239,-2.37872628056712,1042.84121325339,8.75635378798615e-229,1.16370255111476e-228,"CYP4A22-AS1","lncRNA"
"ENSG00000225684",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"FAM225B","lncRNA"
"ENSG00000226051",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"ZNF503-AS1","lncRNA"
"ENSG00000226101",2.831583736329,-2.31480580241792,1481.42924655922,4.94065645841247e-324,4.94065645841247e-324,"LINC02097","lncRNA"
"ENSG00000226673",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"LINC01108","lncRNA"
"ENSG00000227094",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AL512785.1","lncRNA"
"ENSG00000227155",2.13570285301178,-2.06058383768145,1304.06445763965,1.47896922589637e-285,2.03468759614744e-285,"AL161725.1","lncRNA"
"ENSG00000227295",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"ELL2P1","processed_pseudogene"
"ENSG00000227495",2.27519335364363,-2.2968340176928,1174.44181916008,2.18702936857019e-257,2.95239974501966e-257,"KIF1C-AS1","lncRNA"
"ENSG00000227742",3.02007446724667,-2.93137456118685,961.352194167784,4.51930517856400e-211,5.93212995885905e-211,"CALR4P","transcribed_unitary_pseudogene"
"ENSG00000228127",3.17009995907517,-2.81279216483313,1111.41095658782,1.09342765432716e-243,1.46755616184829e-243,"LINC01649","lncRNA"
"ENSG00000228314",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"CYP4F29P","transcribed_unprocessed_pseudogene"
"ENSG00000228363",2.25257035767688,-2.78747635119896,782.961212307224,2.73306519159297e-172,3.48856735431877e-172,"AC015971.1","lncRNA"
"ENSG00000228600",2.27519335364363,-2.2968340176928,1174.44181916008,2.18702936857019e-257,2.95239974501966e-257,"POLR2CP1","processed_pseudogene"
"ENSG00000228629",2.66313978661084,-3.2025138504778,668.670565440887,1.94409949943045e-147,2.43469622570662e-147,"AC092295.1","lncRNA"
"ENSG00000228683",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"AC016820.1","lncRNA"
"ENSG00000228915",2.07057558951998,-2.4655482563116,913.992878655948,8.91174881145227e-201,1.16080370842493e-200,"OR7E128P","unprocessed_pseudogene"
"ENSG00000229116",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"AL137026.1","lncRNA"
"ENSG00000229236",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"TTTY10","lncRNA"
"ENSG00000229588",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"AL596087.2","lncRNA"
"ENSG00000230832",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"SSBL4P","processed_pseudogene"
"ENSG00000230990",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"AL049649.1","lncRNA"
"ENSG00000231460",3.43016287036002,-2.60138686083387,1416.75294934388,4.80831526980045e-310,6.69467524562943e-310,"AL365204.1","lncRNA"
"ENSG00000231576",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"MTCO2P20","processed_pseudogene"
"ENSG00000231613",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"AC099568.1","lncRNA"
"ENSG00000231616",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"AL354733.2","lncRNA"
"ENSG00000231742",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"LINC01273","lncRNA"
"ENSG00000232194",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"Z99943.1","lncRNA"
"ENSG00000232320",2.831583736329,-2.31480580241792,1481.42924655922,4.94065645841247e-324,4.94065645841247e-324,"MXRA7P1","processed_pseudogene"
"ENSG00000232342",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AC022540.1","lncRNA"
"ENSG00000232354",5.04442839646956,-3.78747635119896,678.543401572081,1.38575364686506e-149,1.73801366342227e-149,"VIPR1-AS1","lncRNA"
"ENSG00000232774",2.10254486584838,-2.90391052123908,652.032228194977,8.07500199028663e-144,1.00763653369521e-143,"AL355916.1","lncRNA"
"ENSG00000233098",2.17650905810239,-2.37872628056712,1042.84121325339,8.75635378798615e-229,1.16370255111476e-228,"CCDC144NL-AS1","lncRNA"
"ENSG00000233208",5.83292474228504,-3.23636795849455,1187.45097947944,3.25509214634229e-260,4.40365371659951e-260,"LINC00642","lncRNA"
"ENSG00000233725",4.64389012411875,-4.03057316629994,508.907542459765,1.09623241415106e-112,1.32888100996853e-112,"NRAD1","lncRNA"
"ENSG00000233859",2.10254486584838,-2.90391052123908,652.032228194977,8.07500199028663e-144,1.00763653369521e-143,"ADH5P4","processed_pseudogene"
"ENSG00000233932",3.30598342638328,-2.70322068809244,1263.31752043872,1.05907495358141e-276,1.44683654704698e-276,"CTXN2","protein_coding"
"ENSG00000233968",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"AL157895.1","lncRNA"
"ENSG00000233975",2.27519335364363,-2.2968340176928,1174.44181916008,2.18702936857019e-257,2.95239974501966e-257,"LINC02574","lncRNA"
"ENSG00000234156",3.1699564221586,-4.6904345331366,169.6358252187,8.8860014512227e-39,9.94873474901655e-39,"AL359636.2","lncRNA"
"ENSG00000234264",5.35758649073347,-3.57949566860543,848.17926080578,1.80883681922934e-186,2.33047292240512e-186,"DEPDC1-AS1","lncRNA"
"ENSG00000234322",6.02240261747337,-3.0912320713437,1357.08683888121,4.44277188675461e-297,6.14888017367757e-297,"ST13P18","processed_pseudogene"
"ENSG00000234393",4.08749611022275,-4.32310216587036,339.271683568839,9.1935968176433e-76,1.07735412322083e-75,"AL592546.2","lncRNA"
