"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000234282",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"AL109809.2","unprocessed_pseudogene"
"ENSG00000234345",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"ELF2P1","processed_pseudogene"
"ENSG00000235743",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"AL139231.1","lncRNA"
"ENSG00000235760",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"MSH2-OT1","lncRNA"
"ENSG00000235847",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"LDHAP7","processed_pseudogene"
"ENSG00000236133",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"LINC01069","lncRNA"
"ENSG00000236854",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"LINC00486","lncRNA"
"ENSG00000237361",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"TUSC8","lncRNA"
"ENSG00000237709",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"EEF1A1P28","processed_pseudogene"
"ENSG00000237880",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"LINC01885","lncRNA"
"ENSG00000238141",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"BRWD1-AS1","lncRNA"
"ENSG00000238178",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"AC078993.1","lncRNA"
"ENSG00000239819",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"IGKV1D-8","IG_V_gene"
"ENSG00000240423",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"LINC00636","lncRNA"
"ENSG00000240747",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"KRBOX1","protein_coding"
"ENSG00000241111",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"PRICKLE2-AS1","lncRNA"
"ENSG00000241345",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"AC004690.2","lncRNA"
"ENSG00000246145",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"RRS1-AS1","lncRNA"
"ENSG00000246640",2.18744766795606,-3.82876793452331,650.653813485746,1.61034796969154e-143,1.93232341876169e-143,"PICART1","lncRNA"
"ENSG00000248469",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"AC139491.1","lncRNA"
"ENSG00000249109",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC140125.2","lncRNA"
"ENSG00000250331",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"LINC01340","lncRNA"
"ENSG00000250378",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"AC114296.1","lncRNA"
"ENSG00000250643",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"AC083906.3","lncRNA"
"ENSG00000251271",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"ALG1L7P","unprocessed_pseudogene"
"ENSG00000251459",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC013724.1","lncRNA"
"ENSG00000253395",2.25220139122309,-3.14235762107539,1301.30762944535,5.87564585984472e-285,7.62833575077621e-285,"AP003469.2","lncRNA"
"ENSG00000253433",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"NCRNA00250","lncRNA"
"ENSG00000253819",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"LINC01151","lncRNA"
"ENSG00000253894",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC011124.2","lncRNA"
"ENSG00000254519",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"AC044839.1","lncRNA"
"ENSG00000254532",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"AL358944.1","lncRNA"
"ENSG00000254896",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"OPCML-IT1","lncRNA"
"ENSG00000255087",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"AP001993.1","lncRNA"
"ENSG00000255362",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"LINC02761","lncRNA"
"ENSG00000255916",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"AC148477.1","lncRNA"
"ENSG00000255967",2.25220139122309,-3.14235762107539,1301.30762944535,5.87564585984472e-285,7.62833575077621e-285,"HADHAP2","processed_pseudogene"
"ENSG00000257434",3.16984435842518,-4.84559074060165,306.28084613687,1.41069418988004e-68,1.59741611405202e-68,"AC073525.1","lncRNA"
"ENSG00000257951",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"AC126177.5","unprocessed_pseudogene"
"ENSG00000259362",2.25220139122309,-3.14235762107539,1301.30762944535,5.87564585984472e-285,7.62833575077621e-285,"AC046168.1","lncRNA"
"ENSG00000259584",2.66278505635462,-3.55739512035403,1129.07519279787,1.58355038986631e-247,2.02160608005013e-247,"AC021755.2","lncRNA"
"ENSG00000259821",2.4446051461732,-3.68671021465304,884.622296061254,2.16162666454537e-194,2.67515147963785e-194,"AC018845.1","lncRNA"
"ENSG00000260103",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC012435.2","transcribed_processed_pseudogene"
"ENSG00000260602",2.4446051461732,-3.68671021465304,884.622296061254,2.16162666454537e-194,2.67515147963785e-194,"HMGN2P40","processed_pseudogene"
"ENSG00000261268",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC112236.1","lncRNA"
"ENSG00000261325",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"LINC02192","lncRNA"
"ENSG00000261592",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"AC010531.3","lncRNA"
"ENSG00000261711",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"FRG2DP","transcribed_unprocessed_pseudogene"
"ENSG00000263698",4.08737745438594,-4.57131936288525,612.561766636536,3.10142633563394e-135,3.69185301080972e-135,"AC012417.1","lncRNA"
"ENSG00000265888",4.64376909512149,-4.34095378317238,918.842688360058,7.86490459833529e-202,9.79434726751938e-202,"DSCAS","lncRNA"
"ENSG00000265962",2.10217606996699,-3.23824114348167,1077.69599767629,2.32582691962639e-236,2.94797843919298e-236,"GACAT2","lncRNA"
"ENSG00000266213",2.4446051461732,-3.68671021465304,884.622296061254,2.16162666454537e-194,2.67515147963785e-194,"AC107892.1","lncRNA"
"ENSG00000266217",2.85226265931772,-3.43872361189995,1381.35089635593,2.37103679382009e-302,3.10317425111795e-302,"CTSLP2","unprocessed_pseudogene"
"ENSG00000266248",5.04430614493442,-4.14235762107499,1225.12361058027,2.11487388564725e-268,2.72433806503618e-268,"AC011474.2","lncRNA"
