"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000130182",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"ZSCAN10","protein_coding"
"ENSG00000130675",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"MNX1","protein_coding"
"ENSG00000138675",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"FGF5","protein_coding"
"ENSG00000139209",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"SLC38A4","protein_coding"
"ENSG00000139287",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"TPH2","protein_coding"
"ENSG00000141194",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"OR4D1","protein_coding"
"ENSG00000143125",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"PROK1","protein_coding"
"ENSG00000145642",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"SHISAL2B","protein_coding"
"ENSG00000145839",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"IL9","protein_coding"
"ENSG00000146755",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"TRIM50","protein_coding"
"ENSG00000150361",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"KLHL1","protein_coding"
"ENSG00000151812",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"SLC35F4","protein_coding"
"ENSG00000154545",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"MAGED4","protein_coding"
"ENSG00000155269",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"GPR78","protein_coding"
"ENSG00000159650",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"UROC1","protein_coding"
"ENSG00000160161",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"CILP2","protein_coding"
"ENSG00000161270",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"NPHS1","protein_coding"
"ENSG00000163092",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"XIRP2","protein_coding"
"ENSG00000164695",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"CHMP4C","protein_coding"
"ENSG00000165076",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"PRSS37","protein_coding"
"ENSG00000165376",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"CLDN2","protein_coding"
"ENSG00000165863",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"C10orf82","protein_coding"
"ENSG00000166143",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"PPP1R14D","protein_coding"
"ENSG00000167880",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"EVPL","protein_coding"
"ENSG00000168748",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"CA7","protein_coding"
"ENSG00000169594",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"BNC1","protein_coding"
"ENSG00000170523",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"KRT83","protein_coding"
"ENSG00000171772",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"SYCE1","protein_coding"
"ENSG00000172058",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"SERF1A","protein_coding"
"ENSG00000176716",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"OR10AB1P","transcribed_unprocessed_pseudogene"
"ENSG00000176754",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"LINC00303","lncRNA"
"ENSG00000178081",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"ULK4P3","transcribed_unprocessed_pseudogene"
"ENSG00000179082",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"C9orf106","lncRNA"
"ENSG00000179101",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"H3P47","processed_pseudogene"
"ENSG00000179428",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"IL6-AS1","lncRNA"
"ENSG00000179673",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"RPRML","protein_coding"
"ENSG00000180383",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"DEFB124","protein_coding"
"ENSG00000180745",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"CLRN3","protein_coding"
"ENSG00000183298",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"RPSAP19","processed_pseudogene"
"ENSG00000183571",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"PGPEP1L","protein_coding"
"ENSG00000184139",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"RPL7AP28","processed_pseudogene"
"ENSG00000184385",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"UMODL1-AS1","lncRNA"
"ENSG00000185290",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"NUPR2","protein_coding"
"ENSG00000185933",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"CALHM1","protein_coding"
"ENSG00000186226",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"LCE1E","protein_coding"
"ENSG00000186335",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"SLC36A2","protein_coding"
"ENSG00000186471",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AKAP14","protein_coding"
"ENSG00000187581",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"COX8C","protein_coding"
"ENSG00000188133",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"TMEM215","protein_coding"
"ENSG00000188176",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"SMTNL2","protein_coding"
"ENSG00000188269",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"OR7A5","protein_coding"
"ENSG00000188662",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"H1-9P","transcribed_unitary_pseudogene"
"ENSG00000188856",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"RPSAP47","processed_pseudogene"
"ENSG00000188959",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"C9orf152","protein_coding"
"ENSG00000196166",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"C8orf86","lncRNA"
"ENSG00000196970",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"NXF4","transcribed_unprocessed_pseudogene"
"ENSG00000197376",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC089987.1","transcribed_processed_pseudogene"
"ENSG00000198723",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"TEX45","protein_coding"
"ENSG00000198812",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"LRRC10","protein_coding"
"ENSG00000198881",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"ASB12","protein_coding"
"ENSG00000203963",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"C1orf141","protein_coding"
"ENSG00000205143",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"ARID3C","protein_coding"
"ENSG00000205212",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"CCDC144NL","transcribed_unprocessed_pseudogene"
"ENSG00000205456",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"TP53TG3D","protein_coding"
"ENSG00000205634",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"LINC00898","lncRNA"
"ENSG00000205639",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"MFSD2B","protein_coding"
"ENSG00000211892",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"IGHG4","IG_C_gene"
"ENSG00000213412",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"HNRNPA1P33","processed_pseudogene"
"ENSG00000213650",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC092447.2","processed_pseudogene"
"ENSG00000213673",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"SLC25A5P3","processed_pseudogene"
"ENSG00000213684",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"LDHBP2","processed_pseudogene"
"ENSG00000213937",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"CLDN9","protein_coding"
"ENSG00000215270",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"TOMM40P2","processed_pseudogene"
"ENSG00000215414",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"PSMA6P1","processed_pseudogene"
"ENSG00000215704",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"CELA2B","protein_coding"
"ENSG00000217716",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"RPS10P3","processed_pseudogene"
"ENSG00000219023",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"AL033519.3","processed_pseudogene"
"ENSG00000219451",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"RPL23P8","processed_pseudogene"
"ENSG00000223750",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"SIRPB3P","unprocessed_pseudogene"
"ENSG00000224183",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"SDHDP6","processed_pseudogene"
"ENSG00000224613",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"AC095032.1","lncRNA"
"ENSG00000224858",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"RPL29P11","processed_pseudogene"
"ENSG00000225549",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"SELENOKP3","transcribed_processed_pseudogene"
"ENSG00000225765",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"LINC01831","lncRNA"
"ENSG00000225774",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"SIRPAP1","processed_pseudogene"
"ENSG00000225778",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"PROSER2-AS1","lncRNA"
"ENSG00000225840",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC010970.1","processed_pseudogene"
"ENSG00000225877",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"PSG8-AS1","lncRNA"
"ENSG00000226038",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"PPIAP21","processed_pseudogene"
"ENSG00000226440",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"LAMA4-AS1","lncRNA"
"ENSG00000226478",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"UPF3AP1","processed_pseudogene"
"ENSG00000226549",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"SCDP1","processed_pseudogene"
"ENSG00000226717",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"PTPRD-AS2","lncRNA"
"ENSG00000227060",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"LINC00629","lncRNA"
"ENSG00000227107",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AC104667.1","lncRNA"
"ENSG00000227471",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"AKR1B15","protein_coding"
"ENSG00000227525",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"RPL7P6","processed_pseudogene"
"ENSG00000227879",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"PSPC1P1","unprocessed_pseudogene"
"ENSG00000228038",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"VN1R51P","processed_pseudogene"
"ENSG00000228071",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"RPL7P47","processed_pseudogene"
"ENSG00000229433",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"LINC02069","lncRNA"
"ENSG00000229672",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL450322.2","lncRNA"
"ENSG00000229921",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"KIF25-AS1","lncRNA"
"ENSG00000229957",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL031687.1","lncRNA"
"ENSG00000230051",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL020994.2","lncRNA"
"ENSG00000230105",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AL354793.1","lncRNA"
"ENSG00000230536",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"AL360268.1","lncRNA"
"ENSG00000230563",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL121757.1","lncRNA"
"ENSG00000230725",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AL035252.2","lncRNA"
"ENSG00000231006",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"RPL7P32","processed_pseudogene"
"ENSG00000231544",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"RSL24D1P11","processed_pseudogene"
"ENSG00000231754",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL512380.1","lncRNA"
"ENSG00000231811",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AL159166.1","lncRNA"
"ENSG00000231942",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"HNRNPA1P36","processed_pseudogene"
"ENSG00000232298",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"GRHL3-AS1","lncRNA"
"ENSG00000232341",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"RPL4P2","processed_pseudogene"
"ENSG00000232903",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"LINC01166","lncRNA"
"ENSG00000233247",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"UBE2E4P","processed_pseudogene"
"ENSG00000233324",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"EEF1A1P34","processed_pseudogene"
"ENSG00000233487",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"RPSAP69","transcribed_processed_pseudogene"
"ENSG00000233850",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC103563.7","lncRNA"
"ENSG00000233922",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"LINC01694","lncRNA"
"ENSG00000234093",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"RPS15AP11","processed_pseudogene"
"ENSG00000234155",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"LINC02535","lncRNA"
"ENSG00000234206",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AL121957.1","lncRNA"
"ENSG00000234282",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL109809.2","unprocessed_pseudogene"
"ENSG00000234345",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"ELF2P1","processed_pseudogene"
"ENSG00000235105",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"AL356968.2","processed_pseudogene"
"ENSG00000235225",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"RPL31P17","processed_pseudogene"
"ENSG00000235743",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL139231.1","lncRNA"
"ENSG00000235760",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"MSH2-OT1","lncRNA"
"ENSG00000235847",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"LDHAP7","processed_pseudogene"
"ENSG00000236133",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"LINC01069","lncRNA"
"ENSG00000236854",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"LINC00486","lncRNA"
"ENSG00000237234",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"Z99289.1","lncRNA"
"ENSG00000237361",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"TUSC8","lncRNA"
"ENSG00000237506",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"RPSAP15","processed_pseudogene"
"ENSG00000237709",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"EEF1A1P28","processed_pseudogene"
"ENSG00000237880",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"LINC01885","lncRNA"
"ENSG00000238141",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"BRWD1-AS1","lncRNA"
"ENSG00000238178",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"AC078993.1","lncRNA"
"ENSG00000239819",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"IGKV1D-8","IG_V_gene"
"ENSG00000240423",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"LINC00636","lncRNA"
"ENSG00000240747",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"KRBOX1","protein_coding"
"ENSG00000241111",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"PRICKLE2-AS1","lncRNA"
"ENSG00000241345",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC004690.2","lncRNA"
"ENSG00000241352",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"AC007688.2","processed_pseudogene"
"ENSG00000241449",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"AC092666.1","lncRNA"
"ENSG00000246145",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"RRS1-AS1","lncRNA"
"ENSG00000246640",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"PICART1","lncRNA"
"ENSG00000248469",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC139491.1","lncRNA"
"ENSG00000248540",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"AC010931.1","lncRNA"
"ENSG00000249109",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC140125.2","lncRNA"
"ENSG00000250331",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"LINC01340","lncRNA"
"ENSG00000250378",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC114296.1","lncRNA"
"ENSG00000250643",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC083906.3","lncRNA"
"ENSG00000251271",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"ALG1L7P","unprocessed_pseudogene"
"ENSG00000251459",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC013724.1","lncRNA"
"ENSG00000253395",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AP003469.2","lncRNA"
