"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000228629",-2.66314604021463,-3.64303073036355,1166.93724402198,9.35065504576164e-256,1.19776697408524e-255,"AC092295.1","lncRNA"
"ENSG00000228683",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC016820.1","lncRNA"
"ENSG00000229116",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"AL137026.1","lncRNA"
"ENSG00000230990",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AL049649.1","lncRNA"
"ENSG00000231613",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC099568.1","lncRNA"
"ENSG00000231742",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"LINC01273","lncRNA"
"ENSG00000232354",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"VIPR1-AS1","lncRNA"
"ENSG00000232774",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"AL355916.1","lncRNA"
"ENSG00000233725",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"NRAD1","lncRNA"
"ENSG00000233859",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"ADH5P4","processed_pseudogene"
"ENSG00000234156",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AL359636.2","lncRNA"
"ENSG00000234393",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AL592546.2","lncRNA"
"ENSG00000234423",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LINC01250","lncRNA"
"ENSG00000234699",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AL139339.1","lncRNA"
"ENSG00000235189",-2.85262405969587,-3.53095090373372,1429.86348040292,6.80894561286103e-313,8.94709402716215e-313,"AL034405.1","lncRNA"
"ENSG00000236209",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC104135.1","lncRNA"
"ENSG00000236349",-2.85262405969587,-3.53095090373372,1429.86348040292,6.80894561286103e-313,8.94709402716215e-313,"SUCLG2P2","processed_pseudogene"
"ENSG00000236467",-2.66314604021463,-3.64303073036355,1166.93724402198,9.35065504576164e-256,1.19776697408524e-255,"KCNMA1-AS1","lncRNA"
"ENSG00000236700",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LINC01010","lncRNA"
"ENSG00000236744",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC016822.1","lncRNA"
"ENSG00000239272",-2.66314604021463,-3.64303073036355,1166.93724402198,9.35065504576164e-256,1.19776697408524e-255,"RPL21P10","processed_pseudogene"
"ENSG00000241351",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"IGKV3-11","IG_V_gene"
"ENSG00000248113",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC067942.2","processed_pseudogene"
"ENSG00000248360",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"LINC00504","lncRNA"
"ENSG00000248599",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"FLJ42969","lncRNA"
"ENSG00000249816",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"LINC00964","lncRNA"
"ENSG00000251350",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"LINC02475","lncRNA"
"ENSG00000251405",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC016571.1","lncRNA"
"ENSG00000253361",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC069120.1","lncRNA"
"ENSG00000254598",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"CSNK2A3","protein_coding"
"ENSG00000255652",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC140847.2","lncRNA"
"ENSG00000255666",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"LINC02700","lncRNA"
"ENSG00000257501",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"PAFAH1B2P2","transcribed_processed_pseudogene"
"ENSG00000257524",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"AL157935.2","protein_coding"
"ENSG00000257894",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC027288.3","lncRNA"
"ENSG00000259570",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC243562.1","unprocessed_pseudogene"
"ENSG00000260001",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"TGFBR3L","protein_coding"
"ENSG00000260019",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LINC01992","lncRNA"
"ENSG00000260420",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LINC02182","lncRNA"
"ENSG00000260439",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LMF1-AS1","lncRNA"
"ENSG00000261172",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"AC133919.2","lncRNA"
"ENSG00000261457",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC002519.2","transcribed_processed_pseudogene"
"ENSG00000264083",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC005899.1","lncRNA"
"ENSG00000264164",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC090616.2","transcribed_processed_pseudogene"
"ENSG00000264743",-2.25257346408998,-3.22799323108451,1339.18391474011,3.4522643384232e-293,4.49699971733464e-293,"DPRXP4","processed_pseudogene"
"ENSG00000265574",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"WDR45BP1","processed_pseudogene"
"ENSG00000266835",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"GAPLINC","lncRNA"
"ENSG00000267714",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AC008738.4","lncRNA"
"ENSG00000268941",-2.44496557750915,-3.76455680176357,912.560454501673,1.82536505299529e-200,2.27213530374863e-200,"LINC01711","lncRNA"
"ENSG00000269091",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"AC010624.3","lncRNA"
"ENSG00000272180",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"AC011306.1","lncRNA"
"ENSG00000272710",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC133041.1","transcribed_unprocessed_pseudogene"
"ENSG00000275678",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AL133320.2","lncRNA"
"ENSG00000278214",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"LINC02139","lncRNA"
"ENSG00000279597",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AL031593.1","lncRNA"
"ENSG00000280916",-2.10254788184966,-3.31816468777721,1107.43401310487,8.00109393680948e-243,1.01769749877927e-242,"FOXCUT","lncRNA"
"ENSG00000283307",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"OR5AK4P","unprocessed_pseudogene"
"ENSG00000283361",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"CFAP97D2","protein_coding"
"ENSG00000283646",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"LINC02009","lncRNA"
"ENSG00000283897",-2.85262405969587,-3.53095090373372,1429.86348040292,6.80894561286103e-313,8.94709402716215e-313,"AC011416.3","lncRNA"
"ENSG00000285569",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AC099344.3","lncRNA"
"ENSG00000285601",-4.64395427982551,-4.41435001654634,968.639528194821,1.17763509482808e-212,1.47684075283175e-212,"AC084262.2","lncRNA"
"ENSG00000286039",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AC093849.2","lncRNA"
"ENSG00000286472",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AL035252.5","lncRNA"
"ENSG00000286527",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"AL161665.2","lncRNA"
"ENSG00000286647",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AC008459.1","lncRNA"
"ENSG00000287003",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AC008674.1","lncRNA"
"ENSG00000287354",-3.17001582579212,-4.87983653851275,322.879786674798,3.41688207535956e-72,3.88917258265659e-72,"AL034351.4","lncRNA"
"ENSG00000287477",-2.85262405969587,-3.53095090373372,1429.86348040292,6.80894561286103e-313,8.94709402716215e-313,"AL356495.1","lncRNA"
"ENSG00000287661",-5.04449320018381,-4.22799323108491,1291.51940020473,7.87371310899334e-283,1.02041333267301e-282,"AL391844.1","lncRNA"
"ENSG00000287743",-4.0875590080309,-4.62840045809211,645.759656745205,1.86769896445505e-142,2.23622699404637e-142,"AL031289.2","lncRNA"
"ENSG00000287828",-2.66314604021463,-3.64303073036355,1166.93724402198,9.35065504576164e-256,1.19776697408524e-255,"AL354743.2","lncRNA"
"ENSG00000288018",-2.85262405969587,-3.53095090373372,1429.86348040292,6.80894561286103e-313,8.94709402716215e-313,"AP003120.1","lncRNA"
"ENSG00000288235",-2.66314604021463,-3.64303073036355,1166.93724402198,9.35065504576164e-256,1.19776697408524e-255,"FAM106C","lncRNA"
