"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0002506858729595,34,1278,2.33229003651539,"GO:0000987 cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000987"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  DLX4  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  ZIC5  DMRTA2  GRHL3  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  TFAP2A  UHRF1  EZH2  LHX2  DDN"
1.26203767927067e-05,44,1656,2.329307568438,"GO:1990837 sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," PAX6  E2F2  ZIC2  MCM10  PITX1  HES2  TP63  TP73  ORC1  CDC45  CDC6  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  MNX1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  UHRF1  EZH2  DDN  MMP12  KIF2C"
1.26203767927067e-05,46,1765,2.2847969782814,"GO:0043565 sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," PAX6  E2F2  ZIC2  MCM10  PITX1  HES2  TP63  TP73  ORC1  CDC45  CDC6  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  MNX1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  TERT  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  BLM  UHRF1  EZH2  DDN  MMP12  KIF2C"
1.26203767927067e-05,46,1776,2.27064564564565,"GO:0003690 double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," PAX6  E2F2  ZIC2  MCM10  PITX1  HES2  TP63  TP73  ORC1  CDC45  CDC6  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  H1-3  E2F8  FOXA1  MNX1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  UHRF1  EZH2  NEIL3  DDN  MMP12  KIF2C"
0.000699837428878545,32,1258,2.22999470058294,"GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding"," http://amigo.geneontology.org/amigo/term/GO:0000978"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  DLX4  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  ZIC5  DMRTA2  GRHL3  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  TFAP2A  EZH2  LHX2  DDN"
0.000415261282598215,36,1444,2.18559556786704,"GO:0000981 DNA-binding transcription factor activity RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  LHX2  DLX4  FOXN1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  MNX1  DDN  FOXM1"
0.000716691763735036,36,1506,2.09561752988048,"GO:0003700 DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  MNX1  DDN"
0.000576502327236621,38,1597,2.085994573158,"GO:0000976 transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  UHRF1  EZH2  DDN  MMP12"
0.000576502327236621,38,1599,2.08338544923911,"GO:0001067 transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," PAX6  E2F2  ZIC2  PITX1  HES2  TP63  TP73  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  GRHL1  TFAP2A  ZIC5  DMRTA2  GRHL3  SIM2  ISL2  E2F7  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  FOXE3  MESP2  UHRF1  EZH2  DDN  MMP12"
1.54858133699761e-05,85,4400,1.69356060606061,"GO:0003676 nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0003676"," DSP  H1-3  TOP2A  IGF2BP3  CDKN2A  MKI67  IGF2BP1  H4C4  PAX6  E2F2  ZIC2  MCM10  PITX1  HES2  TP63  SMC1B  TP73  ORC1  CDC45  CDC6  MYBL2  SALL4  LHX2  DLX4  FOXN1  FOXM1  IRX4  TLX2  OTX1  HOXC13  E2F8  FOXA1  MNX1  GRHL1  TFAP2A  ZIC5  DMRTA2  DQX1  GRHL3  SIM2  ISL2  TERT  SHOC1  E2F7  CDT1  ONECUT1  OVOL1  IRX5  FOXE1  SOX2  H2BC13  FOXE3  MESP2  H2AC13  H2BC17  H2BC9  H2AC14  H2AC16  H2BC7  BLM  RAD54L  CLSPN  EZH2  NEIL3  EXO1  UHRF1  POLQ  KIF4A  PRDM13  CENPA  HJURP  BRIP1  MAJIN  EXD1  DDN  ERCC6L  SYCP2  H3C12  H3C8  H3C7  RDM1  H3C2  SULT2B1  MMP12  KIF2C"
